object_id,name,category,train_freq,rot_sym,rot_naive,trans_cm,size_rel
79,apple_045,apple,54,166.7037,166.7037,21.6802,0.0159
4161,soap_017,soap,51,40.4144,161.2174,7.5344,0.0087
4100,shrimp_003,shrimp,64,16.1138,16.1138,10.1534,0.0274
3289,phone_shell_001,phone_shell,60,4.9225,4.9225,4.3118,0.0164
1662,durian_007,durian,69,130.2746,130.2746,2.7438,0.0239
1192,clock_011,clock,90,169.1037,169.1037,8.1698,0.0461
1942,glasses_001,glasses,80,11.9118,11.9118,4.9708,0.0479
1965,glasses_case_019,glasses_case,90,103.2119,103.2119,10.1812,0.0396
742,bucket_noodle_011,bucket_noodle,113,3.0667,32.6984,3.1673,0.0192
5260,watermelon_028,watermelon,81,53.9860,53.9860,2.9077,0.0487
1305,corn_006,corn,67,5.0890,143.2400,3.3712,0.0233
350,bottle_032,bottle,73,2.3509,87.9663,5.5201,0.0147
4528,teddy_bear_004,teddy_bear,94,14.6982,14.6982,6.6447,0.0116
5260,watermelon_028,watermelon,81,18.6828,18.6828,0.9062,0.0271
4048,shaomai_007,shaomai,50,136.9330,177.1149,16.9106,0.0892
2029,hair_dryer_029,hair_dryer,114,22.3119,22.3119,3.2997,0.0297
1408,dice_007,dice,65,92.2915,126.9783,10.2230,0.0987
423,box_040,box,89,91.5193,165.6230,7.4587,0.0519
581,bread_145,bread,71,160.2309,160.2309,8.4640,0.0149
3866,ricecooker_003,ricecooker,97,168.1962,168.1962,8.4527,0.0184
4252,starfish_007,starfish,109,54.1977,54.1977,35.2781,0.0321
1363,cup_001,cup,60,17.3004,17.3004,5.2502,0.0358
343,book_022,book,71,4.6271,4.6271,3.7309,0.0512
2197,handbag_024,handbag,151,8.4601,175.8277,2.9633,0.0089
5138,waffle_023,waffle,37,7.5413,29.1870,6.7315,0.0274
1098,chili_003,chili,67,3.6813,85.9747,3.6653,0.0239
1277,conch_007,conch,44,36.2160,36.2160,2.5530,0.0405
2614,litchi_025,litchi,25,17.6658,142.4212,2.8347,0.0268
2525,lemon_013,lemon,49,177.2200,178.8177,0.8706,0.0213
4449,table_tennis_bat_003,table_tennis_bat,78,12.9795,179.5648,12.1060,0.0120
1889,flute_001,flute,91,91.9913,91.9913,29.1042,0.0602
4990,toy_train_005,toy_train,63,20.3582,20.3582,3.1277,0.0457
1176,chocolates_012,chocolates,43,43.2109,43.2109,24.1894,0.0748
1947,glasses_case_001,glasses_case,105,178.2193,178.2194,4.4807,0.0322
1176,chocolates_012,chocolates,43,55.1366,55.1366,15.5151,0.0618
2247,hat_022,hat,57,38.5569,38.5569,3.3491,0.0157
85,apple_051,apple,68,166.6559,171.7732,6.4896,0.0159
269,biscuit_010,biscuit,56,177.0887,177.0887,13.3975,0.0395
1552,doll_085,doll,133,157.7368,157.7368,6.1498,0.0236
913,candy_038,candy,66,56.9930,123.7425,2.2686,0.0634
2615,litchi_026,litchi,65,20.4471,174.9881,0.7335,0.0295
3080,oyster_017,oyster,64,56.9376,56.9376,2.2213,0.0265
3866,ricecooker_003,ricecooker,97,177.1176,177.1176,3.2695,0.0195
453,box_070,box,73,7.6390,177.0043,1.9431,0.0616
1904,garage_kit_004,garage_kit,69,22.7340,22.7340,5.3357,0.0026
2703,magnet_004,magnet,30,136.5808,157.1886,13.5102,0.0463
4414,sweet_potato_024,sweet_potato,68,28.8064,142.9375,2.6838,0.0199
1204,clock_024,clock,73,23.1849,23.1849,1.6925,0.0253
5299,whistle_011,whistle,51,25.9811,25.9811,3.8694,0.0154
3866,ricecooker_003,ricecooker,97,9.7832,9.7832,4.7090,0.0282
4570,timer_007,timer,76,145.2661,145.2661,3.9982,0.0443
343,book_022,book,71,57.6927,128.6886,25.0895,0.0731
2722,mango_019,mango,56,134.8076,151.8583,1.3060,0.0203
469,boxed_beverage_006,boxed_beverage,91,8.4209,8.4209,6.2659,0.0251
2313,helmet_011,helmet,104,148.5518,148.5518,130.5434,0.0289
559,bread_115,bread,61,16.6617,178.5382,10.9669,0.0185
4414,sweet_potato_024,sweet_potato,68,9.7666,130.3795,2.2491,0.0074
5254,watermelon_012,watermelon,91,46.6555,46.6555,3.7004,0.0117
3488,pizza_020,pizza,56,177.8463,177.9418,10.6072,0.0325
1176,chocolates_012,chocolates,43,169.0802,169.0802,14.0986,0.0978
1217,clock_037,clock,72,53.7353,53.7353,10.3892,0.0350
5344,yam_032,yam,86,123.5982,124.2714,50.3506,0.0378
2309,helmet_007,helmet,68,15.8668,15.8668,8.2290,0.0201
1462,dish_012,dish,54,46.3338,46.3338,4.8947,0.0300
1841,fire_extinguisher_001,fire_extinguisher,103,149.2833,149.2833,2.1323,0.0321
511,bread_048,bread,68,132.1180,132.1180,3.6027,0.0453
51,apple_014,apple,69,159.3789,164.3266,34.0351,0.0578
1192,clock_011,clock,90,101.9957,101.9957,5.8634,0.0376
4074,shoe_015,shoe,101,21.4107,21.4107,1.3484,0.0163
3305,pie_005,pie,77,9.9104,115.7328,1.4144,0.0211
2682,lotus_root_026,lotus_root,84,6.3287,7.4138,2.3491,0.0196
1217,clock_037,clock,72,31.9022,31.9022,0.6404,0.0215
1524,doll_057,doll,51,154.9930,154.9930,10.7783,0.0782
2795,medicine_bottle_006,medicine_bottle,115,5.0254,5.0254,2.0289,0.0331
1446,dinosaur_031,dinosaur,59,16.8658,16.8658,3.3814,0.0217
3488,pizza_020,pizza,56,38.2359,179.5219,47.3700,0.0628
2152,hammer_019,hammer,89,4.3054,4.3054,14.1798,0.0209
1221,clock_041,clock,88,16.8448,16.8448,21.9724,0.0462
1192,clock_011,clock,90,117.7206,117.7206,19.6846,0.0199
1462,dish_012,dish,54,65.5343,65.5343,10.7472,0.0364
5146,waffle_031,waffle,69,14.4935,143.8439,2.0912,0.0260
2589,lipstick_008,lipstick,57,156.8811,156.9491,10.4403,0.0281
4420,sweet_potato_030,sweet_potato,82,7.5096,49.7823,2.3008,0.0163
1446,dinosaur_031,dinosaur,59,70.5457,70.5457,7.7855,0.0428
2682,lotus_root_026,lotus_root,84,15.4385,158.3304,13.3202,0.0679
2239,hat_013,hat,100,156.2651,156.2651,24.3267,0.0162
4240,squash_031,squash,83,5.4660,172.2640,9.4693,0.0383
3080,oyster_017,oyster,64,147.9368,147.9368,7.8454,0.0297
616,bread_180,bread,85,15.6272,176.9729,6.5537,0.0713
4241,squash_032,squash,87,60.0395,77.9551,17.7709,0.0284
4449,table_tennis_bat_003,table_tennis_bat,78,8.9073,8.9073,9.5338,0.0434
2455,kite_010,kite,13,84.4072,116.1450,10.4241,0.1427
469,boxed_beverage_006,boxed_beverage,91,157.9349,178.3933,7.5678,0.0335
2615,litchi_026,litchi,65,115.2310,115.4322,21.6682,0.0454
2525,lemon_013,lemon,49,12.8852,41.4397,3.1281,0.0241
1251,coconut_012,coconut,83,3.0991,168.1405,1.7626,0.0072
4611,tissue_030,tissue,74,168.3452,168.3452,5.0896,0.0470
1176,chocolates_012,chocolates,43,8.5403,8.5404,3.3587,0.0189
610,bread_174,bread,87,59.7892,59.7892,4.5989,0.1009
2322,hot_dog_053,hot_dog,91,5.4757,5.4757,10.2614,0.0189
4611,tissue_030,tissue,74,176.5071,178.9125,2.6827,0.0315
2113,hamburger_054,hamburger,49,13.5002,101.0738,5.7228,0.0121
418,box_035,box,93,12.5092,169.6484,1.1046,0.0337
2401,insole_002,insole,66,170.0720,170.0720,5.7853,0.0314
1220,clock_040,clock,120,172.3564,172.3564,2.3399,0.0096
3495,pizza_027,pizza,71,162.4554,172.3794,36.2329,0.0188
4499,teapot_009,teapot,119,5.8435,5.8435,1.2261,0.0186
3843,remote_control_030,remote_control,69,5.3585,5.3585,7.9263,0.0278
4074,shoe_015,shoe,101,23.9854,23.9854,3.5480,0.0325
350,bottle_032,bottle,73,8.3981,91.3544,6.9836,0.0284
4202,speaker_001,speaker,100,4.2187,4.2187,0.7715,0.0559
2413,joystick_001,joystick,81,4.4454,4.4454,7.5046,0.0024
1485,doll_017,doll,45,19.7594,19.7594,9.6814,0.0738
4048,shaomai_007,shaomai,50,6.8085,63.2965,3.1872,0.0314
458,box_075,box,101,4.8230,177.3986,2.1518,0.0125
4352,sushi_004,sushi,90,55.1117,55.1117,1.5142,0.0234
1504,doll_037,doll,72,42.7832,42.7832,4.6575,0.0889
1542,doll_075,doll,50,36.6657,36.6657,2.5566,0.0141
3286,pen_004,pen,55,7.7473,117.3390,4.7473,0.1119
3262,pear_017,pear,93,4.5174,50.2912,4.4861,0.0432
3342,pillow_010,pillow,129,89.4479,89.4479,8.1410,0.0331
1690,dustbin_005,dustbin,111,23.4773,23.4773,16.0362,0.0565
1676,durian_021,durian,117,25.2215,25.2215,7.7373,0.0294
3835,remote_control_022,remote_control,83,16.9278,16.9278,5.0477,0.0566
1542,doll_075,doll,50,116.5304,116.5304,0.5789,0.0333
1310,corn_011,corn,46,0.4829,139.5251,33.7791,0.0247
1431,dinosaur_014,dinosaur,74,175.8494,175.8493,7.1437,0.0570
4352,sushi_004,sushi,90,42.1039,42.1039,9.5734,0.0194
4587,tissue_002,tissue,65,169.7395,169.7395,5.7500,0.0333
1408,dice_007,dice,65,91.5378,145.2457,3.6403,0.0136
3866,ricecooker_003,ricecooker,97,96.1333,96.1333,12.7068,0.0195
4202,speaker_001,speaker,100,9.9873,9.9873,6.3608,0.0304
4074,shoe_015,shoe,101,9.3639,9.3640,1.5762,0.0154
182,bamboo_shoots_028,bamboo_shoots,93,9.9325,98.2753,11.6397,0.0366
3622,potato_014,potato,46,173.4355,173.4355,32.0056,0.0761
1485,doll_017,doll,45,20.9859,20.9859,8.5929,0.0549
2216,handbag_044,handbag,109,161.4634,178.7053,69.2221,0.0255
5227,walnut_030,walnut,47,42.6274,42.6274,11.4151,0.1685
3650,potato_043,potato,75,85.2108,85.2108,2.7017,0.0126
540,bread_090,bread,78,125.9530,125.9530,16.2976,0.0321
1965,glasses_case_019,glasses_case,90,16.3437,16.3437,1.0250,0.0695
2420,kettle_003,kettle,77,161.4115,161.4115,1.7969,0.0160
933,canned_beverage_001,canned_beverage,98,9.1589,136.0650,0.6674,0.0131
1587,drawing_002,drawing,152,12.2471,12.2471,2.7509,0.0155
1204,clock_024,clock,73,102.2066,102.2066,8.9386,0.0110
405,box_020,box,111,3.3258,3.3258,1.9618,0.0174
4489,tape_measure_024,tape_measure,79,6.4591,6.4591,7.0442,0.0209
1979,gloves_013,gloves,70,15.2806,15.2806,9.0343,0.0211
2703,magnet_004,magnet,30,145.4203,152.4463,12.8895,0.1077
4499,teapot_009,teapot,119,8.2110,8.2110,3.0072,0.0373
2037,hair_dryer_037,hair_dryer,73,2.2498,2.2499,2.6892,0.0286
3902,rubik_cube_043,rubik_cube,94,100.8142,113.9728,19.6205,0.0492
3083,oyster_020,oyster,66,161.8807,161.8807,17.6196,0.0060
838,cake_008,cake,58,173.2861,173.2861,10.8804,0.0808
1979,gloves_013,gloves,70,168.5939,168.5939,5.8382,0.0576
3083,oyster_020,oyster,66,175.9740,175.9740,9.5888,0.0300
469,boxed_beverage_006,boxed_beverage,91,16.1958,173.4336,2.5527,0.0212
4409,sweet_potato_019,sweet_potato,79,5.6195,178.2744,4.5457,0.0065
752,bucket_noodle_022,bucket_noodle,76,6.8909,114.7849,7.7365,0.0170
2846,medicine_bottle_061,medicine_bottle,49,71.4580,85.6346,14.5036,0.0746
2211,handbag_039,handbag,85,3.2618,3.2618,2.1819,0.0264
2431,keyboard_002,keyboard,133,5.0243,5.0242,7.5515,0.0142
3488,pizza_020,pizza,56,10.6264,14.6841,7.0060,0.0260
1346,cucumber_017,cucumber,65,2.1458,99.8808,3.8433,0.0175
405,box_020,box,111,11.2493,170.7765,2.6657,0.0917
626,bread_190,bread,102,34.0589,162.9771,4.2786,0.0389
5260,watermelon_028,watermelon,81,131.0180,131.0180,15.1676,0.0179
1676,durian_021,durian,117,158.7167,158.7167,3.4602,0.0186
1965,glasses_case_019,glasses_case,90,10.7418,10.7418,7.5010,0.0292
1947,glasses_case_001,glasses_case,105,178.1607,178.1607,16.8548,0.0321
5254,watermelon_012,watermelon,91,19.6733,19.6733,10.2752,0.0467
4729,toy_animals_013,toy_animals,137,143.8544,143.8544,27.3842,0.0132
4539,thermos_004,thermos,82,23.5471,23.5471,1.3282,0.0153
253,belt_019,belt,82,12.3821,177.1818,3.0745,0.0430
4499,teapot_009,teapot,119,153.8793,153.8793,32.7878,0.0318
650,broccoli_003,broccoli,63,35.6046,100.0479,1.1233,0.0153
3355,pillow_027,pillow,97,13.1298,13.1298,12.1932,0.0326
1221,clock_041,clock,88,154.5295,154.5295,14.6030,0.0511
650,broccoli_003,broccoli,63,17.7010,35.7510,6.0456,0.0049
685,broccolini_009,broccolini,88,112.0861,112.0861,20.4788,0.0202
2109,hamburger_050,hamburger,96,7.9332,8.5781,8.0954,0.0238
196,banana_005,banana,83,16.2904,16.2903,2.1651,0.0317
44,apple_007,apple,95,49.4025,152.9444,58.4317,0.0795
718,brussels_sprout_004,brussels_sprout,45,40.3119,72.9519,13.7663,0.0505
1204,clock_024,clock,73,135.9317,135.9317,14.4194,0.0507
745,bucket_noodle_014,bucket_noodle,71,6.0872,45.6176,2.9667,0.0081
1363,cup_001,cup,60,22.4238,22.4238,6.0975,0.0123
650,broccoli_003,broccoli,63,65.7590,128.2442,37.8383,0.0649
1446,dinosaur_031,dinosaur,59,178.6928,178.6928,11.3567,0.0572
3866,ricecooker_003,ricecooker,97,146.9310,146.9310,34.5235,0.0194
2175,hand_cream_020,hand_cream,78,27.0710,27.0710,9.7946,0.0225
1831,fan_005,fan,64,13.5580,13.5580,1.9710,0.0246
5254,watermelon_012,watermelon,91,136.4504,136.4504,54.0695,0.1293
4391,sweet_potato_001,sweet_potato,57,127.1806,157.0422,25.4066,0.0232
4048,shaomai_007,shaomai,50,61.6225,87.5676,6.1427,0.0420
2168,hand_cream_012,hand_cream,39,162.9522,176.7811,5.1555,0.1244
1576,donut_028,donut,88,31.4749,31.4749,7.6178,0.0412
3289,phone_shell_001,phone_shell,60,37.8282,37.8282,13.9866,0.0173
4729,toy_animals_013,toy_animals,137,12.2016,12.2016,13.7885,0.0780
269,biscuit_010,biscuit,56,176.4514,176.4514,19.1020,0.0268
650,broccoli_003,broccoli,63,2.7718,68.8756,0.5632,0.0182
2525,lemon_013,lemon,49,20.3452,145.7097,10.5157,0.0128
1462,dish_012,dish,54,6.3350,176.4360,9.2828,0.0237
4506,teapot_016,teapot,108,47.7736,47.7736,12.5110,0.0533
3036,orange_021,orange,121,155.7614,176.4327,2.3675,0.0321
4391,sweet_potato_001,sweet_potato,57,3.7055,145.5643,1.6319,0.0217
4240,squash_031,squash,83,80.6882,128.5049,17.0393,0.0165
745,bucket_noodle_014,bucket_noodle,71,0.9354,130.5558,3.9774,0.0134
51,apple_014,apple,69,1.3803,45.5120,1.4416,0.0286
5188,wallet_042,wallet,101,177.5393,177.5393,7.1940,0.0656
5227,walnut_030,walnut,47,69.0602,69.0602,8.6178,0.0363
3516,plug_002,plug,80,72.9726,176.3330,8.6619,0.0407
2667,lotus_root_011,lotus_root,80,6.3669,168.3249,3.9765,0.0129
610,bread_174,bread,87,152.9470,176.7514,1.3520,0.0146
3866,ricecooker_003,ricecooker,97,111.9010,111.9010,19.8350,0.0186
5227,walnut_030,walnut,47,122.8264,122.8264,27.7161,0.1832
2298,haw_thorn_046,haw_thorn,37,140.8023,179.5047,8.9222,0.0205
453,box_070,box,73,24.7821,24.7821,9.2877,0.0173
4534,teddy_bear_010,teddy_bear,96,167.3636,167.3636,5.3890,0.0230
1192,clock_011,clock,90,22.1327,22.1327,9.1148,0.0212
4271,steamed_bun_017,steamed_bun,77,1.5400,174.7745,1.1077,0.0124
4359,sushi_011,sushi,103,89.7710,89.7710,1.5971,0.0119
1965,glasses_case_019,glasses_case,90,4.6276,4.6276,1.6915,0.0452
3488,pizza_020,pizza,56,174.8743,177.1813,1.1533,0.0598
4570,timer_007,timer,76,42.8035,42.8035,8.1729,0.0353
2120,hami_melon_004,hami_melon,76,29.6094,30.8571,1.3420,0.0253
1979,gloves_013,gloves,70,151.8630,151.8630,2.5196,0.0150
4670,tooth_brush_011,tooth_brush,85,5.4132,5.4132,6.4867,0.0134
350,bottle_032,bottle,73,2.8767,99.3860,7.3409,0.0428
4138,shrimp_041,shrimp,61,8.2903,8.2903,4.2283,0.0137
3866,ricecooker_003,ricecooker,97,89.8030,89.8030,5.2297,0.0288
4499,teapot_009,teapot,119,11.4385,11.4385,14.5908,0.0279
1219,clock_039,clock,91,80.9015,80.9015,6.3544,0.0171
823,burrito_017,burrito,84,2.5126,175.0100,6.4230,0.0149
4298,steamed_bun_053,steamed_bun,78,67.9350,139.8361,39.1203,0.0394
4509,teapot_019,teapot,64,21.9028,21.9028,9.1018,0.0473
2333,hot_dog_066,hot_dog,55,57.3657,57.3657,1.4802,0.0293
4240,squash_031,squash,83,6.7792,76.2854,23.4865,0.0816
1139,chinese_chess_001,chinese_chess,43,6.5031,116.5455,4.9657,0.0310
1690,dustbin_005,dustbin,111,178.8982,178.8982,14.0963,0.0328
2614,litchi_025,litchi,25,178.3086,178.3190,2.3289,0.0351
2431,keyboard_002,keyboard,133,11.0861,11.0861,27.1764,0.0509
2507,laundry_detergent_004,laundry_detergent,91,6.5941,6.5941,2.7367,0.0196
4990,toy_train_005,toy_train,63,13.4225,13.4225,10.2809,0.0394
1593,drawing_008,drawing,115,21.1059,21.1059,7.7765,0.0249
1427,dinosaur_010,dinosaur,107,161.7436,161.7436,6.8161,0.0428
695,brush_009,brush,68,136.8442,136.8442,13.9585,0.0240
4047,shaomai_006,shaomai,69,8.2210,106.2530,3.9440,0.0208
465,boxed_beverage_002,boxed_beverage,86,13.4643,171.5805,4.0852,0.0232
2060,hairpin_023,hairpin,39,145.1723,145.1723,2.8277,0.1232
1992,green_bean_cake_013,green_bean_cake,56,70.4018,109.9345,6.6156,0.0289
5082,umbrella_002,umbrella,116,19.4360,74.1571,7.9002,0.0445
1992,green_bean_cake_013,green_bean_cake,56,51.1467,178.7921,16.9776,0.0877
423,box_040,box,89,31.2824,178.8762,11.0494,0.1050
1593,drawing_008,drawing,115,8.8727,171.2202,3.2580,0.0465
767,bumbag_007,bumbag,104,13.8795,169.1651,21.8899,0.0452
2886,mouse_003,mouse,90,8.8603,8.8603,5.0995,0.0362
465,boxed_beverage_002,boxed_beverage,86,176.3098,178.4802,19.6561,0.0429
4240,squash_031,squash,83,3.3005,72.7097,1.4585,0.0058
3540,pomegranate_025,pomegranate,57,7.2141,44.3126,5.7697,0.0150
5299,whistle_011,whistle,51,32.0781,32.0781,4.0363,0.0343
4138,shrimp_041,shrimp,61,178.2904,178.2904,5.6239,0.0228
1965,glasses_case_019,glasses_case,90,169.7418,169.7418,13.1519,0.0379
3540,pomegranate_025,pomegranate,57,6.1163,54.1189,1.5777,0.0187
1164,chocolate_013,chocolate,45,86.8368,86.8368,46.8376,0.0200
3180,pastry_022,pastry,61,171.1332,171.4212,11.6615,0.0746
39,apple_001,apple,56,171.2453,173.3149,0.6644,0.0099
4699,tooth_paste_013,tooth_paste,96,129.4833,174.4983,2.2423,0.0401
4550,thimble_009,thimble,49,4.9807,144.0606,11.8548,0.0983
4241,squash_032,squash,87,8.2873,30.6459,5.7026,0.0192
1485,doll_017,doll,45,74.5652,74.5652,8.8882,0.0473
756,bucket_noodle_026,bucket_noodle,63,6.9195,68.2855,2.9436,0.0748
1929,ginger_007,ginger,68,172.1822,172.1822,8.1847,0.0083
4100,shrimp_003,shrimp,64,134.1064,134.1064,25.4128,0.1846
39,apple_001,apple,56,173.0331,179.1729,1.3848,0.0141
1524,doll_057,doll,51,11.5162,11.5162,17.0412,0.0476
1367,cup_005,cup,54,73.0836,73.0836,8.7585,0.0425
4036,shampoo_032,shampoo,95,14.5727,14.5727,2.4513,0.0398
838,cake_008,cake,58,27.9037,27.9037,3.9199,0.0416
4990,toy_train_005,toy_train,63,16.0375,16.0375,10.2574,0.1062
1192,clock_011,clock,90,141.2458,141.2458,6.8502,0.0235
5352,zongzi_005,zongzi,53,7.3618,7.3618,15.8677,0.0305
3051,orange_036,orange,59,7.4447,74.6671,7.8056,0.0292
3343,pillow_011,pillow,126,6.8741,176.2206,4.9175,0.0635
2313,helmet_011,helmet,104,169.8857,169.8857,17.6961,0.0203
1892,fork_002,fork,66,159.6499,159.6499,5.4526,0.0753
1947,glasses_case_001,glasses_case,105,6.5110,6.5110,5.7284,0.0412
1947,glasses_case_001,glasses_case,105,24.4706,24.4706,14.7970,0.0513
466,boxed_beverage_003,boxed_beverage,74,36.5924,36.5924,9.9284,0.0219
451,box_068,box,110,42.3578,42.3578,4.1047,0.0308
1831,fan_005,fan,64,87.0182,87.0182,8.9612,0.0588
469,boxed_beverage_006,boxed_beverage,91,7.0995,7.0995,10.0500,0.0452
1307,corn_008,corn,70,153.7371,153.7371,20.9415,0.0566
1753,egg_tart_001,egg_tart,58,7.8218,163.4963,6.6584,0.0353
362,bottle_050,bottle,70,6.5184,154.8828,1.7784,0.0247
745,bucket_noodle_014,bucket_noodle,71,5.9220,114.5979,3.3687,0.0251
3083,oyster_020,oyster,66,23.9779,23.9779,15.1144,0.0598
1808,eraser_029,eraser,53,10.4708,179.3006,1.3317,0.0555
1495,doll_028,doll,80,12.4640,12.4640,1.1126,0.0579
4202,speaker_001,speaker,100,158.7715,158.7715,27.6276,0.0224
3866,ricecooker_003,ricecooker,97,20.9854,20.9854,21.4334,0.0428
2197,handbag_024,handbag,151,5.8037,175.0058,5.0966,0.0371
1630,dumbbell_015,dumbbell,51,21.0319,165.1637,15.0818,0.0506
2838,medicine_bottle_053,medicine_bottle,60,20.7552,21.8911,2.8897,0.0847
225,banana_043,banana,69,55.0140,55.0140,1.0269,0.0250
4509,teapot_019,teapot,64,129.4507,129.4507,18.5236,0.1007
1965,glasses_case_019,glasses_case,90,118.4233,118.4233,7.6771,0.0450
1889,flute_001,flute,91,81.6634,81.6634,12.1676,0.0096
4499,teapot_009,teapot,119,142.8558,142.8558,6.9341,0.0214
1164,chocolate_013,chocolate,45,131.8766,131.8766,9.1646,0.0296
3835,remote_control_022,remote_control,83,33.0735,33.0735,4.1301,0.0297
1129,china_001,china,90,179.5888,179.5893,4.1869,0.0311
225,banana_043,banana,69,170.7936,170.7936,8.9645,0.0188
595,bread_159,bread,71,151.6937,151.6937,2.3139,0.0126
610,bread_174,bread,87,45.9030,164.6067,14.3469,0.0639
650,broccoli_003,broccoli,63,33.2858,54.7794,3.4334,0.0344
767,bumbag_007,bumbag,104,7.5893,174.6340,13.9658,0.0823
153,ball_024,ball,57,64.2115,64.2115,6.5570,0.0097
1294,conch_025,conch,46,46.5733,46.5733,8.7640,0.0343
656,broccoli_009,broccoli,85,21.5037,120.9086,2.3060,0.0313
4611,tissue_030,tissue,74,98.0052,98.0052,2.4926,0.0237
1661,durian_006,durian,78,44.0697,44.0697,1.5857,0.0176
4702,tooth_paste_016,tooth_paste,109,5.9975,5.9975,4.1017,0.0219
345,book_025,book,95,8.0340,177.1158,10.8753,0.0410
3080,oyster_017,oyster,64,73.3520,73.3520,5.2039,0.0116
5344,yam_032,yam,86,7.5626,63.8426,5.0750,0.0444
196,banana_005,banana,83,88.7355,88.7355,44.1378,0.0790
4202,speaker_001,speaker,100,153.3008,153.3008,5.0664,0.0582
4699,tooth_paste_013,tooth_paste,96,7.3305,7.3305,3.4237,0.0154
1469,doll_001,doll,94,109.8225,109.8225,9.4324,0.0239
3622,potato_014,potato,46,27.2452,27.2452,2.1228,0.0202
110,asparagus_011,asparagus,56,5.9992,10.1471,8.4204,0.0314
5254,watermelon_012,watermelon,91,75.0679,75.0679,4.9358,0.0201
4056,shaomai_015,shaomai,27,40.2477,164.3980,0.4230,0.0306
2949,mushroom_046,mushroom,35,33.2553,151.5359,19.4939,0.0516
4241,squash_032,squash,87,7.8042,28.2642,9.7219,0.0213
4362,sushi_014,sushi,61,105.9749,105.9749,2.2722,0.0259
3080,oyster_017,oyster,64,22.3453,22.3453,6.4103,0.0317
2949,mushroom_046,mushroom,35,15.5385,85.2882,1.4423,0.0218
182,bamboo_shoots_028,bamboo_shoots,93,2.8056,6.1238,4.3532,0.0241
2949,mushroom_046,mushroom,35,1.5981,11.1093,1.4955,0.0422
1429,dinosaur_012,dinosaur,99,74.3030,74.3030,3.2686,0.0296
2000,guitar_001,guitar,106,3.2149,3.2149,1.9258,0.0200
4835,toy_bus_007,toy_bus,76,173.0590,173.0590,11.6324,0.1061
2470,kiwifruit_002,kiwifruit,63,11.4610,79.1481,2.4131,0.0360
3650,potato_043,potato,75,179.7295,179.7295,25.2627,0.0412
1367,cup_005,cup,54,11.3456,11.3456,6.6680,0.0112
559,bread_115,bread,61,29.1923,166.3121,1.8491,0.0154
4303,stool_003,stool,110,139.8833,139.8833,19.4180,0.0326
5316,yam_003,yam,91,3.4895,128.0042,3.4954,0.0548
232,beauty_blender_002,beauty_blender,79,143.5033,143.5033,7.4039,0.1043
502,bread_039,bread,76,111.8097,111.8097,31.8834,0.0909
4275,steamed_bun_022,steamed_bun,69,27.1692,105.3111,4.7453,0.0132
3564,pomegranate_049,pomegranate,96,17.8306,151.4124,9.2393,0.0392
1542,doll_075,doll,50,84.2005,84.2005,1.8926,0.0425
4362,sushi_014,sushi,61,30.1992,30.1992,3.8855,0.0670
3180,pastry_022,pastry,61,18.8623,151.3951,11.1706,0.0786
2148,hammer_015,hammer,81,10.2250,10.2250,8.9495,0.0449
153,ball_024,ball,57,167.7544,167.7544,11.2007,0.0352
3011,onion_030,onion,65,142.6177,158.4338,37.7475,0.1249
695,brush_009,brush,68,168.9111,168.9111,18.9637,0.0250
5352,zongzi_005,zongzi,53,177.5339,177.5339,0.9556,0.0605
3564,pomegranate_049,pomegranate,96,29.7518,125.9639,14.0705,0.0147
1593,drawing_008,drawing,115,6.5918,175.5054,2.4819,0.0528
1307,corn_008,corn,70,8.8041,165.5010,0.8388,0.0400
4034,shampoo_030,shampoo,85,8.7583,178.2466,6.4254,0.0467
3540,pomegranate_025,pomegranate,57,6.8362,171.5303,10.5616,0.0662
1221,clock_041,clock,88,82.0584,82.0584,5.9532,0.0512
3080,oyster_017,oyster,64,58.9079,58.9079,2.6948,0.0274
2846,medicine_bottle_061,medicine_bottle,49,6.4881,142.7803,7.3213,0.0730
808,burrito_002,burrito,102,20.5177,178.7091,0.9864,0.0387
610,bread_174,bread,87,135.2782,135.2782,18.9746,0.0842
269,biscuit_010,biscuit,56,117.0795,117.0795,1.5189,0.0271
3342,pillow_010,pillow,129,32.3778,175.9704,4.3866,0.0194
1374,cup_012,cup,80,44.2720,44.2720,6.9977,0.0823
3699,projector_004,projector,95,1.8301,1.8301,11.4209,0.0345
1552,doll_085,doll,133,16.0673,16.0673,2.5883,0.0182
1363,cup_001,cup,60,85.6894,85.6894,32.2841,0.0248
610,bread_174,bread,87,10.3844,10.3844,0.5787,0.0465
4056,shaomai_015,shaomai,27,35.6481,145.7333,7.1146,0.0275
1307,corn_008,corn,70,2.5129,56.4082,4.8493,0.0312
4138,shrimp_041,shrimp,61,170.4903,170.4903,6.9828,0.0593
4535,thermometer_001,thermometer,57,4.0477,4.0477,13.3711,0.0859
4036,shampoo_032,shampoo,95,88.8384,88.8384,23.3859,0.0600
2037,hair_dryer_037,hair_dryer,73,10.1694,10.1694,2.8712,0.0176
2886,mouse_003,mouse,90,161.1126,161.1126,13.7553,0.1456
2137,hammer_003,hammer,64,157.5412,157.5412,23.2981,0.0262
1098,chili_003,chili,67,4.0746,155.1217,2.5237,0.0204
153,ball_024,ball,57,113.4947,113.4947,1.3154,0.0264
2109,hamburger_050,hamburger,96,7.0682,91.0133,8.8760,0.0042
